,titles,ratings,reviews,dates,replies,reply_dates
943,Parmis les pires,1,"Je ne parlerais pas de leurs services ou de la qualité de leurs produits puisque c'est la même m*rde que chez n'importe quel concurrent. Par contre niveau pratiques odieuses, conditions de travail déplorables il y a matière... Pour ne donner que quelques exemples, Ils sont totalement hors la loi niveau recrutement et contrats (52 signés en 2 ans pour obtenir un cdi sous la menace, et 2 ans sans vacances qui vont avec, je suis loin d'être un cas isolé). Outils de travail lamentables et vétustes. J'ai fait le taff de chef pendant 4 ans (commandes + gestion du rayon (4 à 12 palettes à gérer par jour)+ clients + fournisseurs, je vous laisse imaginer la charge de travail et la charge mentale à 2 sur un rayon viande à Toulouse...) pour au final n'avoir jamais eu gain de cause, m'être fait emm*rder quotidiennement pour des détails insignifiants, innombrables réunions et rendez-vous inutiles pour vous parler des milliards qu'ils empochent sans jamais en voir la couleur, car malgré 6 ans chez eux, le travail abattu et des chiffres excellents mon salaire n'est jamais allé plus haut que le smic de base au recrutement. Et au point de non retour quand j'ai voulu quitter cette boite de pourritures, j'ai été obligé de partir sans indemnités de départs car ces Messieurs ne voulaient pas que je parte...
Bref une enseigne d'escrocs, menteurs, voleurs (liste non exhaustive...) digne des pires qui mérite un boycott massif. On se demande à quoi sert la loi et la justice dans ce pays à la dérive.

PS. Concernant votre réponse, bizarrement quand on met évidence vos travers il y a directement quelqu'un pour répondre par un joli mensonge tout droit sorti du monde des bisounours, quand on veut parler salaire ou conditions de travail il n'y a bizarrement plus personne. Merci de venir confirmer mon avis avec votre réponse aussi misérablement évasive qu'insultante.",2021-04-19T19:37:10.000Z,"Merci d’avoir laissé votre avis, nous nous efforçons de rendre chaque expérience agréable et nous sommes navrés que la vôtre n'ait pas été ainsi. Vos remarques sont précieuses et nous aident à nous améliorer de façon permanente. ",2021-04-14T21:39:47.959Z
944,J ai reçu une table de jardin plateau…,1,"J ai reçu une table de jardin plateau en verre et il manquait 2 pièces importante puisque c était 2 renfort de milieu de table après plusieurs échange avec le service client la seule solution est""renvoyez la table et on vous rembourse""or je n ai plus le carton et le verre c est fragile
Déçu de auchan qui est vendeur et livreur et qui ne m à rien proposé d autre
J ai une table fragilisée !!!",2021-04-14T07:43:10.000Z,"Bonjour Marie-France,",2021-04-14T12:38:29.907Z
945,on est pas des pigeons...,1,"Bonsoir, désoler mais quand je vois des pubs a 2,20 euros les 4 déjeunettes, alors que la semaine d'avant je les ai payé 1,80 euros les 5 plus 2 gratuite (7), je trouve qu'on nous prend un peu pour des pigeons. a voir si je vais pas changer de magasin....",2021-04-13T17:04:42.000Z,"Merci de votre retour et intérêt pour notre enseigne Marcel, L'organisation est l'une de nos priorités les plus importantes. Vos remarques font que notre service s'améliore un peu plus chaque jour.",2021-04-13T21:24:36.297Z
946,Commande reçue incomplète : problème résolu,4,"Après quelques échanges par téléphone et par mail mon problème a été résolu par Auchan, le carré potager reçu incomplet m'a finalement été remboursé 2 semaines après sa livraison.",2021-04-13T06:15:18.000Z,"Merci de votre avis, Jourdan. Nous sommes ravis de vous voir satisfait de nos services. ",2021-04-13T13:23:08.661Z
947,le seul magasin qui par rapport  a…,2,"le seul magasin qui par rapport  a Leclerc donne finalement  plus de  point sur la cagnotte,,,,,..... les prix du rayon des pauvres ont doubler sur quelque articles et même plus chère que la marque.....  ce que je n apprécie pas par contre   c est le rayon informatique qui sont désagréable et menteur sur les pc a réparer que j ai dut  le ramener pour la 5 eme fois ils n ont toujours pas compris ce qui clochait et pour le récupérer  bonjour  ! si vous donnez votre pc avec des traces de doigts il ne les nettoie pas des vraie gamins  mais par contre quand ils nous rendent le pc avec leurs  traces de doigts c est a nous de les nettoyer  bref maintenant ils  faut  l  envoyer en  réparation je  ne  sais  ou dont  la  reparation  aussi  anodin  soit  il  dure  1 siècle  et  qui  mettent  5  mois  a nous   remettre  le  pc et  casser  s  il   vous  plait !   n achetez pas  de  pc  chez  eux",2023-01-29T18:49:24.000Z,"Merci de nous avoir alerté Monsieur Meziane, ",2021-04-13T10:23:04.373Z
948,Le suivi de la livraison est mediocre,2,,2021-04-12T16:36:05.000Z,Merci Joseph de nous avoir signalés votre insatisfaction cela nous permettra d'améliorer la qualité de notre service.,2021-04-13T10:30:36.624Z
949,J’ai commandé au drive comme je fais…,1,"J’ai commandé au drive comme je fais habituellement depuis quelques semaines et lors de ma dernière commande, j’ai pris 2 paquets de steaks sous vides de la marque Auchan.
En ouvrant le 2eme paquet, une bête est sortie du steak du dessous !
J’ai immédiatement envoyé un mail à Auchan et j’attends toujours leur retour depuis une semaine malgré 3 relances.
C’est juste honteux !!!",2021-04-11T19:11:12.000Z,"Merci de votre avis Carla, ",2021-04-12T13:20:48.062Z
950,Bjr j ai l habitude d acheter des…,2,Bjr j ai l habitude d acheter des fraises et des framboises mais il y a 1jour j ai ete decue sur une barquette de 500g  6fraises etaient pourries et les framboises pareil . Triez vos barquettes de la veille avant de les remettre en rayon.c est pas le tt d acheter de nveaux frigos si vs n etes pas capable de vendre des produits corrects,2021-04-11T17:55:03.000Z,"Merci de votre message Chantal,",2021-04-12T13:22:21.370Z
951,Ne jamais acheter les pâtisseries de…,1,Ne jamais acheter les pâtisseries de Auchan j’en ai acheter une le 6janvier et yavais une bête dedans je recommande pas,2021-04-11T08:32:57.000Z,"Merci de votre avis Nella,",2021-04-12T13:23:10.799Z
952,Commande passé pour une balancoire…,1,"Commande passé pour une balancoire colis en cour de préparation la premier jour et le lendemain statut inconnue... Pas de mail de confirmation j'ai appeler le service client qui me dit de bien regarder dans les spams ce que j'ai déjà fait mais aucunes traces nulle part... La personne m'a dit que la commande était bien en cour... Livraison prévu le 23 avril je verrai bien mais en tout cas aucun email rien... Et quand je voit les commentaires plus que négatifs sa me donne limite envie de demander un remboursement...
Pas sérieux du tout ce site c'est la dernière fois que je commanderai ça c'est claire !",2021-04-10T19:58:44.000Z,"Merci de votre avis Mar Ine, ",2021-04-12T13:27:01.027Z
953,Bonjour,1,"Bonjour, 
Je vous remercie pour votre réponse suite à mon message du jeudi 08/04/2021. Réponse sur la quelle vous me proposez d'écrire directement au service Auchan à l'adresse que vous me donnez. Mes l'adresse que vous me donnez est exactement l'adresse à laquelle j'ai fait plusieurs tentative de messages qui n'ont jamais abouti. 
Cordialement.
Laurence.",2021-04-09T09:40:51.000Z,Merci de votre avis Laurence.,2021-04-09T13:32:23.150Z
954,Première expérience et la dernière,1,"Première expérience et la dernière, Achat d'un réfrigérateur qui n'arrivera jamais, se faire balader pendant 2 semaines, commande en cours de préparation.
Apprendre que le produit est en rupture de stock, remboursement tardif, DONC devons attendre le remboursement des 599 euros pour acheter un autre frigo.
Au final, plus de 4 semaines sans réfrigérateur, période de confinement compliqué de faire les courses au jour, le jours et devoir stocké un traitement chez les parents.....
Geste commercial proposé pour cette mauvaise expérience 5% du produit donc 30 euros.....
Experons une meilleur prise en charge du dossier et une meilleur compensation......
Je déconseille",2021-04-09T06:40:04.000Z,"Merci de votre avis, Lelong. ",2021-04-09T13:34:11.843Z
955,Service client désastreux aucune…,1,"Service client désastreux aucune solution apportée pour satisfaire les clients... 1er et dernier achat chez eux, achat en juillet 2020 d'un fauteuil relax électrique avec releveur pour un anniversaire, lors du montage réglé en sus il manque un vérin le livreur tente d’adapter un ressort d'une pince à linge en attendant de recevoir la pièce... Au final nous sommes en avril 2021 et le dossier toujours en attente malgré les 20 échanges de mails, photos, vidéos, notices, factures et pièces demandés par le service client qui laisse trainer visiblement malgré le contexte sanitaire ils n'ont pas l'air de se soucier de la perte de clients.",2021-04-08T17:20:06.000Z,"Merci de votre avis et de nous avoir alerté à ce sujet, Mel-Isa. Nous savons qu'être dans l'attente de la résolution d'un problème peut être pénible et nous sommes navrés de cette situation. Afin de résoudre cela, je vous prie de nous envoyer un message avec plus de détails concernant votre dossier au plus vite via cet e-mail : [moderationreseauxsociaux_relationclient@auchan.fr]. Votre satisfaction demeure notre priorité. ",2021-04-08T21:38:34.462Z
956,Auchan IVRY SUR SEINE,1,"Bonjour,
Ce message concerne le magasin Auchan à IVRY SUR SEINE.

Je reçois un message m’indiquant que mes 2 colis son arrivés, j’avais choisis ce magasin pour ses horaires d’ouverture et pour faire ses courses en même temps c’était pratique, avant de passé commande rien d’indiquer dés changement d’horaire.

17h05 j’arrive au magasin dégoûté je vois un mot qui dit que les colis c’est jusqu a 17h je ne comprend pas pourquoi ce n’est pas signalé, je tente quand même ma change je parle à la caissière automatique qui n’avais personne et me dit demandé à cette caisse si c’est oui je vous les passes, ça marche merci madame. Je vais voir la caissière le temps que je lui parle 17h10, je lui demande gentillement si je peux recuperer mes colis et là je me fais limite embrouiller et elle parlais fort pour me dire non les colis c’est 17h la elle a du monde (2/3 personnes en caisse j’ai déjà connus pire dans ce magasin) en plus sa collègue avait personne....je lui dit oui mais pk ce n’est pas signalé sur internet pour les colis et là elle hurle que sur internet il n’y a pas écrit les horaires non plus qu’il ferme à 19h hors si cela a été modifié!!! 
J’ai trouvé son comportement abusif de plus elle croit quoi moi aussi j’ai ma journée dans les pattes debout depuis 5h du mat je travaille à l’hôpital je devais finir à 14h je fais 1het demi de plus pour soulager mes collègues.... je voulais juste récupérer mes 2 colis certes avec 5/10 min de retard... et c’était pas pleins! Les gens son agressif et ceux sans savoir la journée de celle en face! Je récupère mes 2 colis demain et je ne veux plus entendre parler de se magasin!",2021-04-08T15:57:40.000Z,"Merci de votre retour et intérêt pour notre enseigne Angélique,",2021-04-08T16:14:16.445Z
957,Très déçue par auchan.fr !,1,"Très déçue par auchan.fr !
J'ai commandé 2 lits coffres en janvier 2021. 
Au 06 avril 2021,toujours pas de livraison.
De plus, j'ai pris la formule ""confort"" avec livraison et montage en surcoût, surprise j'apprends désormais que le montage comprend uniquement la pose des pieds !
HONTEUX !",2021-04-06T14:38:02.000Z,"Merci de nous avoir alertés Ds. Nous sommes réputés pour notre expérience client exemplaire, c’est pourquoi je m’excuse sincèrement pour votre récente expérience avec nous. Nous serions ravis de résoudre ce problème le plus rapidement possible. Je vous prie de nous envoyer un message avec vos coordonnées et le numéro de commande directement via cet e-mail [moderationreseauxsociaux_relationclient@auchan.fr] ,nous aimerions bien en parler davantage! ",2021-04-06T18:53:41.374Z
958,Auchan.fr,1,"Auchan.fr, plus de 6 jours pour avoir une couette, soit disant en click&collect, et apres on se plaint d amazon: ils sont juste meilleurs , l information y est fiable! il n etait pas indiqué que le point de collecte n' etait pas disponible . 
Vraiment il est temps de prendre le tournant du digital!",2021-04-06T08:49:18.000Z,"Merci Arlette d’avoir laissé votre avis, nous nous efforçons de rendre chaque expérience client agréable et nous sommes vraiment désolés de ce malentendu. Vos remarques font que notre service s'améliore chaque jour.",2021-04-06T12:13:09.049Z
959,Très déçus par la qualité des haricots…,1,"Très déçus par la qualité des haricots verts originaires d'Afrique subsahariennne : beaucoup trop de fils .

.L.F",2021-04-04T12:45:10.000Z,"Merci Laure Marie-Ange d’avoir laissé votre avis, nous nous efforçons de rendre chaque expérience client agréable et nous sommes vraiment désolés que les haricots verts n'aient pas été en mesure de répondre à vos attentes. Votre remarque est précieuse et sera envoyée au service concerné afin que tous nos produits puissent satisfaire nos clients. ",2021-04-05T15:01:13.306Z
960,L’horreur j’ai passé 40 mn en caisse…,1,"L’horreur j’ai passé 40 mn en caisse car les caisse scan acceptent plus l’espèce. Du coup je fais la queue à une autre caisse et là accepte plus les espèces non plus, j’ai refait la queue à une autre caisse et là on n’annonce qu’au mois de mai les nouvelles caisse n’accepterons pas l’espèce... bon !!  J’irais faire mes courses chez Carrefour... pffff",2021-04-04T08:17:52.000Z,"Merci Nadége d’avoir laissé votre avis, nous nous efforçons de rendre chaque expérience client agréable et nous sommes vraiment désolés de ce malentendu. Vos remarques font que notre service s'améliore chaque jour.",2021-04-04T10:59:31.173Z
